gene	foldChange	pValue	passFilter
PPP2R5D	-0.124828	0.522905	
LBR	-0.509837	0.163236	
COG2	0.139903	0.845369	
GOLGB1	-0.349888	0.48557	
CHD4	0.19755	0.206401	
DRAP1	0.914568	0.887284	
RAB39A	-0.258467	0.447746	
ZNF638	-0.181147	0.124767	
KPNB1	-0.201041	0.922437	
NUMA1	-0.0864964	0.153215	
SHPRH	-0.270236	0.544408	
SLMAP	-0.114161	0.0504885	
GAPVD1	-0.887157	0.590163	
NAA25	0.138277	0.0305333	
NCAPH	-0.34715	1.12866	
WTAP	-0.631333	0.472306	
PSMD6	-0.129221	0.0806294	
LAPTM4A	-0.946759	0.514393	
MORF4L2	0.613948	0.612931	
FAM175B	0.360098	0.925766	
	0.300021	0.374667	
NCAPD2	0.116986	0.320204	
SUZ12	0.544094	0.314696	
EFTUD2	-0.36047	1.21949	
HERC3	0.21443	0.0794166	
JOSD1	-0.108018	0.167337	
KARS	-0.0262884	0.10353	
SETDB1	-0.00302378	0.00293406	
EIF4H	0.112837	0.0618224	
KIF14	-0.109509	0.423663	
EEA1	0.274978	1.24477	
PDIA6	0.152204	0.300081	
PLCB4	-0.776	0.546446	
PLEC	0.000574112	0.001306	
PPP2R5A	0.222593	0.149984	
NONO	-0.53142	1.29689	
PWP2	-0.389545	0.119293	
RABEP1	-0.103368	0.160152	
RBBP5	0.115535	0.0867344	
RCN1	0.234427	0.924549	
LLGL1	0.103947	0.145255	
LRRC41	0.333799	0.344298	
PCBP2	-0.15978	0.160398	
EPHA7	0.110353	0.126557	
UBE3C	0.195633	0.180113	
DHCR24	0.698845	0.191319	
SF3B3	0.235469	0.468626	
KIAA0020	-0.688746	0.8314	
RSU1	0.095335	0.324703	
CNN3	-0.317928	0.219672	
SAFB	-0.881584	0.347749	
SF3B4	-0.363291	0.258435	
PPP1R7	0.417367	0.783119	
SEC23A	-0.442753	0.170613	
SEC23B	0.977321	0.741961	
SF3A1	0.177216	0.449758	
SKIV2L	-0.792805	0.488194	
CDSN	0.22887	0.150674	
TAF7	-0.199443	0.332138	
MAPRE2	-0.191266	0.406465	
TSN	-0.0376657	0.064585	
SF1	0.547176	0.988328	
TRIP10	0.199116	0.112139	
TRIP11	-0.281673	1.24193	
TRIP13	0.307423	0.697451	
MAPRE1	-0.14186	0.517648	
ELAVL1	0.0647151	0.284887	
SLC1A5	-0.0762348	0.160296	
TOMM34	-0.150888	0.205746	
TBCE	-0.183034	0.199928	
CST6	-0.479991	0.403158	
VAMP3	0.277877	0.557479	
ATP6AP1	0.218552	0.130666	
	0.0353247	0.0754856	
ADRM1	-0.312271	0.515771	
CCDC6	-0.0986156	0.233283	
UAP1	0.297056	0.282447	
INA	-0.555093	0.434681	
PKN1	-0.578863	0.399895	
PKN2	-0.285578	0.155326	
DDB1	-0.167747	0.218236	
PPP2R5E	0.162446	1.21006	
CDC37	0.28143	1.27658	
DPYSL2	-0.85683	0.318544	
RBBP7	0.33707	0.504018	
BAK1	-0.107004	0.129851	
OCLN	-0.231564	0.724539	
CPSF6	0.751482	0.761883	
DBN1	0.258623	1.27031	
UGCG	0.422184	0.693859	
UBE2S	0.18484	0.526365	
HIST2H2AC	-0.0297375	0.0135191	
UGP2	0.353329	0.517211	
PFKFB3	0.400574	0.337414	
HNRNPUL2	-0.0381813	0.106821	
LONRF2	0.976077	0.579093	
INF2	-0.255053	0.135469	
PDS5A	0.101951	0.126333	
KIF7	-0.726759	0.905701	
KIAA1033	-0.207538	0.662924	
ERCC6L	-0.17947	0.424305	
LEPRE1	0.217011	0.403985	
TRMT5	0.4073	0.240617	
TWISTNB	0.92429	0.294614	
EDRF1	-0.127811	0.308651	
ARL13B	-0.130207	0.190221	
CCDC88A	-0.56531	1.18645	
PREPL	0.48129	0.495426	
ANKRD20A4	-0.737923	0.273369	
AMOT	-0.386106	0.399487	
FAM98B	-0.547582	0.676325	
PDCD4	-0.162891	0.11201	
C17orf85	-0.296095	0.336671	
KLHL12	0.935177	0.397959	
PLEKHO1	0.023709	0.0093959	
GLE1	-0.70655	0.258815	
HSP90AB2P	-0.0220477	0.0161689	
DCAF6	0.347735	0.480228	
ODF2	0.108171	0.193308	
ZNF326	0.00599416	0.00894147	
FLG2	0.0784067	0.0480336	
RILPL1	0.686342	0.635193	
DNAJC21	-0.0985921	0.0313275	
HERC4	0.228976	0.121665	
MTX3	-0.883636	1.19452	
C3orf38	-0.725662	0.446877	
MIA3	0.195727	0.81568	
KIAA1755	-0.735373	0.195468	
SLC27A3	0.140425	0.0997011	
SPECC1	0.197753	0.251706	
SMEK2	-0.529176	0.354421	
RABGAP1L	0.0082105	0.00444875	
NUP188	0.0926298	0.0209835	
CEP170	0.227352	0.131825	
HECTD3	0.199965	1.28202	
UBR4	-0.366428	0.125629	
BEND3	0.605594	0.277258	
KPRP	-0.00248019	0.0041222	
ZCCHC11	-0.14236	0.0802769	
DDI2	0.557728	1.03961	
NT5DC1	-0.0494239	0.0867605	
LIN9	0.96578	0.624038	
RIF1	0.386371	0.463546	
VPS53	-0.138935	0.171099	
STRIP1	-0.980611	0.751384	
ABHD17B	0.91503	0.414318	
CDC42BPA	-0.245229	0.380094	
RPRD2	0.103458	0.261116	
RNF20	-0.0111669	0.0694473	
PDE4DIP	-0.336313	0.865025	
CDKAL1	0.357821	0.739213	
MYSM1	0.174185	0.160905	
BROX	-0.789598	0.332257	
ECM29	-0.334712	1.02904	
RNF123	-0.179667	0.163161	
CD276	-0.209669	0.338221	
STEAP3	-0.939086	0.594426	
FAM91A1	-0.236902	0.291499	
TBC1D9B	-0.0356986	0.0374517	
TPGS2	-0.174347	0.06777	
HAUS3	0.0708675	0.181168	
CDCA2	0.967776	0.622683	
SPECC1L	-0.687915	0.352046	
ATL3	-0.314794	0.384311	
RPL7L1	0.466913	0.319895	
NXN	0.647325	0.367227	
CIAPIN1	-0.602345	0.293544	
NADSYN1	0.929485	0.89305	
LAMTOR1	-0.374343	1.06943	
TWF2	-0.00374095	0.0078336	
SMEK1	0.123672	0.314252	
NAA16	-0.365388	0.597853	
CXorf57	-0.00415675	0.0012737	
FAM45A	-0.262867	0.687222	
RETSAT	-0.366002	0.176251	
RINT1	-0.187978	0.451211	
TMEM214	-0.860744	1.28253	
PTRF	-0.826576	0.257235	
ZCCHC8	-0.62205	0.34064	
DHX57	-0.054828	0.0287767	
SLC27A4	-0.299496	0.559497	
CC2D1A	0.158207	0.28823	
EDC4	-0.1034	0.0582856	
PRPF8	-0.490792	0.0926807	
TTC27	-0.546851	1.07982	
CNNM4	-0.157604	0.315539	
NFRKB	0.29421	0.107265	
ABHD17C	0.603831	0.349788	
RFWD3	-0.0393047	0.0373332	
CTR9	-0.0368315	0.0781069	
ZCCHC12	0.698306	1.06844	
TTC37	-0.443724	1.25218	
ULK3	-0.21487	0.260621	
SHQ1	-0.103905	0.0241714	
BHLHB9	-0.169975	0.0705685	
FIGNL1	0.100271	0.0556593	
BRAT1	0.308294	0.835261	
ZC3H14	-0.0414511	0.11611	
LARP1	-0.191933	0.170861	
POTEE	-0.366039	0.0904406	
SBSN	0.352978	0.131543	
BCOR	0.38216	0.734465	
MPRIP	-0.114	0.103816	
RAB11FIP1	-0.691974	0.373624	
GIGYF2	-0.337461	0.249694	
THADA	-0.00260798	0.00142276	
CCBL2	-0.833846	0.300224	
PPP1R21	-0.326874	0.406353	
AEBP2	0.440425	0.266066	
ANKRD13D	-0.32868	0.233868	
TOM1L2	0.111614	0.304487	
STXBP4	-0.751879	0.44135	
USP34	-0.163091	0.149518	
IKBIP	-0.730546	0.389561	
LARP4	0.149708	0.916135	
ASXL2	0.26663	0.245801	
SUPT6H	-0.265361	1.10255	
SND1	-0.63532	0.850448	
SV2A	-0.351001	0.248671	
RHOU	-0.944413	0.639551	
BZW1	-0.020085	0.0361205	
DHX30	0.08546	0.0468461	
EIF3M	0.106979	0.0780699	
RRAGA	0.778867	0.476724	
CYFIP1	-0.0380586	0.107675	
MCM10	0.316994	0.472863	
GET4	-0.466271	0.253242	
MAEA	-0.609447	0.619187	
G2E3	-0.92691	0.369836	
TAOK1	-0.0493717	0.0425415	
TRMT1L	0.486446	0.540956	
ZC3HAV1	-0.528917	0.307875	
CCDC186	-0.46523	0.762773	
C16orf62	0.384706	0.198061	
POGZ	-0.252967	0.775987	
ZFYVE16	-0.18034	0.341486	
MYH14	-0.498348	0.0864396	
PEX26	-0.223749	0.17155	
NUFIP2	0.288775	0.165358	
CLASP1	-0.898814	0.355375	
LRP10	-0.667477	1.25438	
COMMD6	0.154818	0.0557727	
HAUS6	0.562025	1.14297	
TTC21B	-0.150159	0.257613	
HEATR3	-0.0385412	0.0179875	
DCXR	-0.799784	0.461967	
BRAP	0.0608686	0.0804871	
GOLGA7	-0.301956	1.10034	
ARHGAP22	0.315399	0.557478	
WAPAL	0.206132	0.187788	
IRF2BP2	-0.317964	0.439238	
PTAR1	-0.364751	0.518109	
HUWE1	-0.272037	0.2995	
PLEKHH3	-0.0812105	0.0310608	
CNTRL	0.0953541	0.0772711	
UBE2Q1	0.122227	0.0749211	
ZER1	0.00746282	0.010178	
DSG4	-0.00760905	0.00188719	
ZBTB33	-0.021663	0.0588127	
SYVN1	0.818532	0.688681	
SETD3	0.456146	0.497273	
PABPN1	0.716971	0.251155	
LDB1	-0.203123	0.109639	
PBRM1	-0.731518	0.565088	
PRPF39	-0.700254	0.240702	
MTDH	0.280642	0.415584	
ZNF598	-0.335447	0.108373	
KTN1	-0.311596	1.2327	
SMG6	0.951749	0.711853	
USP48	0.181125	0.597544	
N4BP2	-0.260107	0.29317	
DTX2	0.021883	0.0154333	
ITIH5	0.558053	1.15282	
NAA40	0.822535	0.556646	
AACS	-0.133768	0.395197	
PNMAL1	0.624922	0.697525	
ALYREF	0.849495	0.263889	
IQGAP3	-0.722633	0.395712	
VPS36	0.962189	0.56416	
TAX1BP1	0.0638707	0.03541	
HOOK3	-0.119881	0.110722	
PPFIBP1	0.672152	0.748786	
CHD1L	0.0350717	0.0306604	
RALGPS2	-0.560912	0.495525	
CARM1	0.300875	0.220654	
NCAPG2	-0.518739	0.146233	
DDX42	-0.633825	0.312587	
RNF130	0.113539	0.051697	
SPATS2	-0.508488	0.579603	
DZIP3	-0.802496	0.648435	
DNAAF5	-0.037885	0.196992	
PTOV1	-0.101943	0.0647922	
ANKRD13B	0.125477	0.130671	
GATAD2A	-0.333971	0.180455	
C2CD5	-0.251017	0.324792	
MIB1	-0.00547091	0.010339	
HPS6	0.63133	0.309561	
IRF2BP1	0.538267	0.79305	
ERC1	-0.23225	0.428897	
CBWD1	0.532766	0.266868	
RBM45	-0.511525	0.334712	
TRAPPC5	-0.0971622	0.0674719	
ARMC8	-0.881421	0.754855	
PLD3	-0.288099	0.29479	
CCDC50	0.50491	0.425533	
FUNDC1	-0.441036	0.209984	
ARID3B	0.204025	0.162093	
CEP97	0.314701	0.201883	
MFN1	-0.21758	0.166585	
MAP7D3	0.228729	0.0486476	
DENND6A	0.0196641	0.00686693	
LMTK2	0.113471	0.0968178	
UBR1	-0.453942	0.272616	
UBR2	-0.00362651	0.00174086	
CHERP	0.318169	0.22994	
ANKHD1	-0.280762	0.506519	
SUGP1	-0.240707	0.105549	
CCAR1	0.775908	0.385712	
DHX40	-0.0721308	0.0392915	
DNAJC10	0.28308	0.408559	
RHOT1	-0.0246633	0.0354491	
SIRT2	-0.432151	0.130356	
KLHL7	-0.42028	0.538111	
SLC35F2	-0.463798	0.189563	
RPAP2	-0.632073	0.371304	
SMC5	-0.518703	0.728397	
DHX37	-0.767694	0.654745	
AMOTL1	-0.498437	0.229767	
RAVER1	-0.879445	0.77369	
ZZZ3	0.148424	0.05139	
RNF168	-0.35214	0.214799	
ANKRD13A	-0.276962	0.6882	
RASEF	0.148364	0.135054	
SCYL3	-0.982609	1.27512	
ABI1	-0.330572	0.288557	
CENPL	-0.434741	0.169418	
SPG20	0.0385265	0.0462729	
FAM177A1	-0.333926	0.42481	
CCAR2	-0.0615273	0.0774737	
VPS52	0.170641	0.0707889	
NUP93	0.176013	0.387882	
STK11IP	-0.00807699	0.00550534	
LRRC47	0.51176	0.250138	
ARMC10	0.378679	0.126499	
ASCC3	-0.540965	0.592864	
PLCD3	0.400187	0.473835	
STAG2	0.159262	0.4402	
LNX2	0.31049	0.504817	
RYBP	0.410631	0.341947	
NIN	-0.442426	0.442387	
OGFOD1	0.743518	0.417971	
MREG	0.121332	0.125472	
WDTC1	0.230399	0.382335	
TMEM57	-0.651893	0.464966	
ARRDC1	0.519314	0.149531	
FAM63A	0.912257	0.529616	
RNF10	0.709437	0.311689	
LZTR1	-0.471583	0.16229	
CPSF7	0.115066	0.555599	
EMC1	-0.222916	1.11006	
PAF1	0.349672	0.949575	
ARL14EP	-0.0376511	0.0796822	
SPATA5	0.705763	0.460124	
KLHL23	0.0162462	0.00559328	
NHLRC2	-0.608907	0.55787	
POGLUT1	-0.129894	0.0823593	
HSD17B11	-0.0655467	0.153649	
FAM63B	-0.671642	0.208971	
TXNDC5	0.494624	0.610286	
SPC24	0.270822	0.36705	
SERBP1	0.0448023	0.180597	
NFATC2IP	0.0659682	0.0266202	
SPRYD3	0.687627	0.509305	
RNF214	-0.598561	0.236571	
PNMA1	0.259659	0.276815	
CNNM3	-0.153354	0.437265	
ABCF1	-0.993195	0.464544	
NGDN	-0.884543	0.311573	
SHCBP1	0.740572	0.840885	
FBXO22	0.909726	0.48674	
FLCN	0.143943	0.0472048	
NUP43	0.281761	0.113449	
TOR1AIP2	-0.463813	0.282181	
THOC2	-0.167837	0.391621	
INADL	-0.594757	0.459789	
WDR48	0.00252024	0.00580581	
EXOC6	-0.924643	0.352813	
UBA3	0.786378	0.285042	
DNAJB14	-0.735511	0.244608	
TBC1D15	0.113335	0.631757	
KIAA1524	-0.341738	0.878244	
PI4K2B	-0.552658	0.404613	
BICD2	-0.0892417	0.283812	
NEK9	-0.0335585	0.0145515	
MORC4	-0.752858	0.371736	
UTP15	0.149047	0.157879	
TRPC4AP	0.000523885	0.000573638	
NUP210	0.13331	0.432511	
GEMIN5	-0.298081	0.690642	
IPO4	-0.140656	0.834036	
USP33	-0.458817	0.564579	
PPP4R1	-0.0190824	0.0476741	
UBASH3B	-0.334045	0.615524	
SCARB1	-0.210454	0.0708627	
ABHD3	-0.768199	0.342297	
PPIL4	0.716656	1.12893	
CCDC12	0.126586	0.162701	
NUP133	0.0830434	0.221121	
PDCD6IP	-0.347622	1.04888	
SLC20A1	-0.37038	0.34695	
DEPDC1B	-0.492935	0.370438	
NSMCE1	-0.265944	0.215903	
TRIM41	0.279097	0.122392	
DCAKD	0.326639	0.12344	
RNF138	0.456627	0.301294	
STAG1	0.119031	0.0773799	
SCFD1	-0.0571537	0.0758971	
FAR1	0.217416	0.510433	
KBTBD7	-0.201814	0.196801	
TRUB1	-0.758174	0.592588	
CKAP2	0.257874	0.795672	
ATXN2L	-0.263743	0.115533	
EDARADD	0.500045	0.303891	
RUFY2	0.000434875	0.000249841	
MYEOV2	0.845558	0.34768	
ATRIP	-0.177462	0.127266	
PSPC1	0.00303014	0.000846169	
SYNE2	-0.225056	0.265755	
PIBF1	-0.191058	0.156756	
CTNNBL1	0.222165	0.140619	
DGCR8	-0.238846	0.154959	
TTN	0.979809	0.448682	
DDX1	0.119131	0.248242	
SEC14L1	0.170188	0.183109	
PSMF1	0.529996	0.124356	
GBF1	0.158449	0.114756	
BAP1	-0.177311	0.516558	
UBXN4	-0.106568	0.435538	
HSPH1	0.115236	0.188882	
LARP4B	0.917301	0.376033	
GCN1L1	-0.296748	0.630594	
NUP205	-0.199601	0.0786512	
PIGK	0.234468	0.730121	
ANP32B	0.630107	0.253582	
PVRL2	0.297158	1.11288	
USP6NL	-0.418931	0.312017	
ARPC1A	-0.822936	1.04738	
HDAC2	-0.0595398	0.0848539	
STAM	-0.25013	0.829441	
LEPREL4	-0.452589	0.290307	
SYMPK	0.00442696	0.0136426	
KAT2A	0.171055	0.0858708	
DDX17	0.396135	0.723893	
TANK	0.170781	0.0875807	
KIFAP3	0.0701173	0.0882439	
PMM1	-0.133432	0.0941651	
RAD50	-0.201327	0.691886	
CELF1	-0.822123	0.261626	
OSTF1	-0.0976995	0.0461669	
UFD1L	-0.0223637	0.0292008	
UPF1	-0.225897	0.631229	
COPS5	0.26496	0.523714	
SMARCC1	-0.166946	0.417874	
SMARCD2	-0.0869242	0.148518	
KHSRP	0.276379	0.378537	
TNPO1	0.142545	0.324662	
CLP1	-0.0318203	0.0174836	
GLMN	0.307193	1.29155	
USP9X	-0.0555064	0.129127	
RNF34	-0.3205	0.2807	
WBP2	-0.288905	0.404315	
SYAP1	-0.348063	1.24593	
FERMT2	-0.317455	0.324275	
FUBP1	0.63983	1.29814	
LRRC59	0.113881	0.117074	
VTI1A	-0.641944	0.28154	
ZUFSP	-0.345077	0.572655	
VPS33A	0.342425	1.11008	
FKBP10	-0.514397	0.11582	
RNF25	0.222953	0.279425	
MOAP1	-0.100173	0.0305627	
DCPS	-0.0707474	0.0460586	
GCC1	-0.107228	0.10712	
HAUS1	-0.190792	0.342067	
FAF2	-0.0102533	0.0129596	
OPTN	0.101391	0.19107	
AP2M1	-0.548075	0.401408	
KCTD12	0.122729	0.0843678	
GPRASP2	-0.205245	0.141588	
ZG16B	-0.379745	0.146328	
RAB39B	0.91861	0.336039	
DGCR14	-0.723655	0.594826	
SNRNP40	-0.036548	0.0341861	
MUCL1	0.702724	0.227283	
RSPRY1	-0.0818361	0.232023	
SPDL1	0.000262578	0.000495367	
KIAA1279	-0.13007	0.432242	
FAM120B	-0.461138	0.421379	
RNF31	0.432627	0.157866	
DAZAP1	-0.247477	0.0945772	
SAAL1	0.0104465	0.0189949	
TRIM11	0.0521158	0.121119	
ZNF503	-0.781839	0.266675	
IL17RA	0.642654	0.312228	
CDCA5	-0.714087	0.619005	
OTUB1	-0.123313	0.342757	
CHMP6	0.369932	0.254507	
PGM2	-0.0484982	0.0643047	
MED8	-0.577568	0.388277	
CFAP36	0.322186	0.504877	
LTV1	-0.416648	0.176708	
RNF185	0.628149	1.25572	
DCUN1D1	-0.112566	0.13341	
SNF8	-0.251412	1.07216	
ZC3HAV1L	-0.13139	0.0391939	
PDLIM5	0.240861	1.17616	
ERO1L	0.244726	0.366552	
CDKN2AIPNL	0.729141	0.563831	
REEP6	0.718687	0.881676	
DDRGK1	-0.161051	0.874596	
FUBP3	-0.879136	0.290483	
RBM17	-0.02469	0.01276	
NGLY1	0.0591049	0.0931745	
THOC3	-0.851328	0.407276	
ITCH	0.248663	0.660468	
COG3	-0.657948	0.261818	
CDK5RAP3	0.102406	0.197696	
CCDC132	0.429097	0.271383	
MAGED4	-0.419911	0.629749	
VCPIP1	-0.049167	0.0404698	
ELMO2	-0.235992	0.699332	
CHAMP1	0.14253	0.161983	
NEURL4	-0.223935	0.229106	
USP47	-0.202705	0.996638	
CLPTM1L	-0.352775	0.104524	
PBK	-0.333509	0.188553	
EXOC2	-0.00400352	0.00554378	
EHMT2	-0.854849	0.836581	
SNX27	-0.318406	0.52821	
IFT74	0.0228278	0.0129216	
CNOT6L	-0.682292	0.560123	
KLHL15	-0.245994	0.407002	
RPRD1A	0.130774	0.485765	
SERPINB12	-0.096913	0.150268	
IPO9	0.317314	0.746662	
RBM14	0.510271	0.729814	
NEDD4L	0.295487	0.269703	
QKI	0.100378	0.255344	
FMNL2	0.0911592	0.332483	
NEK1	0.809507	0.587409	
PUS7	0.0786908	0.168421	
GSDMA	-0.409585	1.1408	
SLC38A2	0.0140285	0.0720969	
VPS35	0.152298	0.215896	
XPO6	0.735833	0.504482	
SPAG5	-0.496648	0.9031	
SNX18	-0.744507	0.401419	
UIMC1	-0.0140826	0.00478671	
MED15	-0.154898	0.0839379	
NUDCD1	0.173072	0.328257	
ERBB2IP	-0.17868	0.186639	
USP28	-0.461676	0.316621	
FNBP1	0.18221	0.18534	
IFT140	-0.423883	0.511702	
PIGS	0.182613	0.0609839	
RANBP9	-0.0832933	0.0292335	
CLCC1	-0.0104891	0.00993944	
UBL7	-0.0550702	0.135057	
SMC6	-0.0868422	0.411917	
CDK5RAP2	-0.382538	1.14425	
SIN3A	-0.756989	0.495777	
OSBPL9	0.252584	0.318684	
CRBN	0.111823	0.062586	
VWA9	-0.203458	0.387411	
RSF1	-0.139364	0.125657	
RUFY1	-0.159095	0.178423	
MMS19	0.275843	0.304973	
UHRF1	0.390453	0.405112	
FAM129B	0.770921	0.392445	
RMDN3	-0.129718	0.269165	
TBCB	-0.105708	0.0724052	
SEC62	-0.170431	0.0509738	
CDC5L	-0.29093	0.591708	
PSMD1	-0.0149447	0.0170576	
PFDN5	0.832671	0.758237	
PARK7	-0.275253	0.0984655	
SORT1	-0.276087	0.355087	
VAT1	0.158532	0.294037	
DNAJC2	-0.163914	0.0562387	
NUP88	-0.842395	0.300118	
PKP4	-0.198697	0.0827552	
PIK3R4	-0.154783	0.127603	
TSNAX	-0.0720565	0.105056	
DNAJC7	-0.257964	0.401572	
COPS8	-0.0254726	0.0490531	
PKMYT1	-0.0869821	0.101553	
MTR	-0.358332	0.624948	
HNRNPAB	0.309621	0.15684	
PIP5K1A	-0.581579	1.16769	
ABCA3	0.200673	0.0661017	
TSG101	0.0621281	0.0707488	
CPNE1	0.807984	0.567526	
CCT7	-0.354258	1.04803	
PRMT1	-0.279537	0.208759	
SH3GL1	-0.11272	0.137947	
VRK1	0.158328	0.348225	
AKAP9	-0.315823	0.695173	
NCAPG	0.0668468	0.227926	
PAIP2	0.0117976	0.00484567	
CMSS1	0.286336	0.286571	
VIMP	0.0289771	0.0438113	
MYBBP1A	-0.400335	0.331086	
FYCO1	-0.935135	0.732199	
CCDC77	-0.547812	0.67096	
SDF4	0.158513	0.0902691	
RIOK1	0.624765	0.353973	
GINS4	-0.904231	0.6558	
PELO	-0.331179	0.243923	
ERP44	-0.546137	0.131968	
TUBGCP2	0.422264	0.117934	
ESYT1	-0.169779	0.696639	
FEM1A	-0.164452	0.369276	
UBAC1	0.25627	0.336527	
PSMG3	-0.414464	0.110731	
COPS4	0.61443	0.321754	
DCUN1D5	0.424305	0.158952	
ANP32E	0.321697	1.22938	
LRRC1	-0.236836	0.12308	
PI4K2A	0.288095	0.91007	
TBCD	0.285386	0.550505	
FUCA2	-0.76725	0.493693	
PDCD10	-0.130465	0.292207	
EFHD1	-0.158449	0.26309	
HTATIP2	-0.158203	0.0742528	
WRAP53	0.327592	0.385365	
TRAF4	-0.508835	0.243549	
MRI1	0.603312	0.532803	
VAMP8	0.163665	0.249131	
THUMPD3	-0.616711	1.24319	
CEP250	-0.401051	1.11031	
NTMT1	-0.794431	0.294769	
PBDC1	-0.080459	0.298281	
NOC4L	0.261013	0.174602	
TMED9	-0.196994	0.241452	
NUPL1	-0.35463	0.285442	
GNL3	0.447682	0.491679	
SPATA5L1	-0.0229022	0.0107398	
RIOK2	-0.289225	0.109398	
TMUB1	0.0244471	0.0403077	
KIAA0586	0.0335541	0.0310435	
TIPIN	-0.504212	0.561872	
NUP85	-0.195905	0.689238	
ACAT2	0.65266	0.684779	
RBM4	-0.028518	0.0322042	
PRR14	-0.940761	0.304853	
BRIP1	0.0747732	0.0961284	
TBC1D10A	-0.0714048	0.0686721	
NAA15	-0.212308	0.755018	
SRRT	-0.246744	0.319173	
TMEM59	0.974607	0.258553	
AP1M1	-0.311032	0.472562	
FANCD2	0.0269801	0.0192496	
ITPA	0.677551	0.271177	
CHMP4A	-0.54232	0.368153	
EIF2A	-0.403077	0.785868	
POLDIP3	0.0413799	0.0538189	
PCGF6	0.0850925	0.0324386	
NIFK	-0.126657	0.031534	
RBCK1	-0.199579	0.401117	
NLN	-0.506446	0.338089	
NUF2	0.518073	0.282341	
OSBPL8	-0.620586	0.262971	
UACA	-0.408924	0.842875	
UPF3B	-0.313565	0.262024	
CRNKL1	0.415017	0.192474	
EDEM3	-0.0964559	0.194331	
UCK2	-0.00214068	0.00205651	
API5	-0.0844167	0.089209	
FTO	-0.316715	0.449219	
TANGO6	-0.102144	0.206676	
AMBRA1	-0.275763	0.0966512	
UBE2O	-0.417913	0.719385	
ZYG11B	-0.246042	0.454869	
LNP	0.605772	0.391263	
TTYH3	0.0551624	0.0700512	
DDX24	0.710622	0.54648	
WDR61	-0.9893	0.771073	
SRR	0.397221	0.163978	
FAM192A	0.163467	0.161687	
NAA50	-0.173663	0.670857	
MKRN2	-0.0444934	0.0373892	
SPRTN	-0.645803	0.203816	
PAIP1	-0.710194	0.577482	
CLPB	-0.356281	0.49009	
NAT10	0.641126	0.533691	
BTBD1	0.999701	0.456843	
ILKAP	-0.598138	0.529719	
XRN2	-0.492697	0.582132	
TOLLIP	0.150513	0.208965	
RACGAP1	0.563452	1.20537	
PUS7L	0.324444	0.211976	
NT5C3A	-0.957016	1.06749	
DDX47	-0.804004	0.514305	
MAGT1	-0.141538	0.0444498	
TSPYL1	-0.0594476	0.10271	
DNTTIP1	-0.723195	0.713155	
POLR3F	-0.997014	1.12594	
NUCKS1	-0.922378	0.587796	
ASCC2	0.233488	0.136416	
EHD4	-0.0197213	0.0299449	
VPS33B	0.0897306	0.094857	
VPS16	-0.511108	0.464437	
VPS11	-0.4654	0.31948	
SLK	-0.0475311	0.146537	
BLZF1	-0.296264	0.151767	
SLC38A1	-0.451545	0.24547	
SLC6A15	-0.0507037	0.0885206	
TNKS2	0.0520274	0.0684799	
RAB3GAP2	-0.930801	0.786242	
DHX36	-0.666942	0.518289	
PPA2	-0.408894	0.528127	
PNN	0.317783	0.114852	
KCTD10	-0.311376	0.191462	
TXNIP	-0.192601	0.125802	
TMX1	-0.172358	0.707272	
NELFA	-0.115245	0.192735	
ACBD3	0.176431	0.314	
PTPN23	-0.0308367	0.13756	
UNC45A	-0.0600421	0.0851434	
CHMP4B	-0.146233	0.2942	
POFUT1	-0.503817	0.119369	
WNK1	-0.180169	0.115539	
RNPEP	0.283276	0.555266	
GOLPH3L	0.405447	0.241143	
FAM83D	-0.0983785	0.169141	
TRABD	0.761212	0.409283	
OSBPL3	0.22661	0.127725	
SMARCAD1	0.656048	0.694154	
EHD1	0.087649	0.0591132	
RABEP2	-0.193089	0.867763	
TUT1	0.155016	0.308682	
ASB8	-0.237087	0.111136	
WDR26	0.991176	0.702317	
DNAJC18	-0.00848897	0.0280787	
UBE2Z	-0.0063324	0.00420774	
TTC12	0.311553	0.109265	
NOL11	-0.00388972	0.00183743	
FAM188A	-0.252217	0.2412	
ACTR8	-0.00308164	0.00287932	
MARCH7	0.711531	0.705716	
CNOT10	-0.805599	0.396526	
LRRC40	0.41	0.0947068	
COG4	-0.270473	0.47541	
ACTR5	-0.138721	0.157669	
VPS37B	-0.0092322	0.00636355	
COPS7B	0.189035	0.509532	
ELP3	-0.27245	0.490615	
POLR1B	-0.161662	0.05662	
FN3KRP	0.098992	0.131108	
C17orf75	0.371086	0.153392	
SMURF2	-0.0664145	0.0276561	
UPF2	-0.042504	0.139747	
XPO5	-0.0860977	0.547818	
C12orf10	0.932882	0.844137	
CACYBP	-0.328509	0.83595	
PATZ1	0.114128	0.0543471	
TMEM165	-0.80208	0.459876	
GLOD4	-0.337887	1.1691	
NEK6	-0.297176	0.149955	
MOV10	-0.0300357	0.0296764	
EPB41L5	-0.189142	0.187487	
GPN1	-0.126182	0.165155	
XAB2	0.439229	0.127716	
GOPC	0.0728048	0.0331952	
WDR6	0.325085	0.389055	
SSU72	0.171673	0.0595256	
VTA1	-0.257954	0.478723	
EMC7	0.631812	0.22122	
ENY2	0.0650374	0.0494978	
EXOSC4	0.171143	0.0846603	
UBE2T	0.0755126	0.0738238	
DMAP1	-0.921678	0.934212	
ISYNA1	0.268821	0.290681	
DCP1A	-0.123085	0.124337	
